date,ticker,series_label,dataset_type,value,open,high,low,close,adj_close,volume,quality_notes	
2024-01-10,XLE,energy_etf,equity,81.55000305,82.51999664,82.55000305,81.22000122,81.55000305,77.0320816,16579900,ok	
2024-01-12,XLE,energy_etf,equity,82.68000031,83.01999664,83.34999847,82.18000031,82.68000031,78.0994873,19384600,ok	
2024-01-16,XLE,energy_etf,equity,80.70999908,82.5,82.61000061,80.66000366,80.70999908,76.23861694,18015600,ok	
2024-01-18,XLE,energy_etf,equity,79.91000366,80.05999756,80.12999725,78.98000336,79.91000366,75.4829483,17852800,ok	
2024-01-23,XLE,energy_etf,equity,80.63999939,80.33999634,81.29000092,80.22000122,80.63999939,76.17250061,12354600,ok	
2024-01-25,XLE,energy_etf,equity,83.62999725,82.37000275,83.66000366,81.87999725,83.62999725,78.99685669,18804700,ok	
2024-01-29,XLE,energy_etf,equity,84.12999725,84.12000275,84.25,83.25,84.12999725,79.4691391,14840300,ok	
2024-01-30,XLE,energy_etf,equity,85,83.30000305,85.01999664,82.98000336,85,80.29096222,17670600,ok	
2024-02-02,XLE,energy_etf,equity,83.51999664,84.09999847,84.18000031,82.81999969,83.51999664,78.89294434,19037500,ok	
2024-02-06,XLE,energy_etf,equity,83.58000183,83.72000122,84.40000153,83.23000336,83.58000183,78.94962311,14028100,ok	
2024-02-08,XLE,energy_etf,equity,84.61000061,83.69999695,84.91999817,83.68000031,84.61000061,79.92256165,18100500,ok	
2024-02-13,XLE,energy_etf,equity,83.37999725,84.30999756,84.59999847,82.83999634,83.37999725,78.76068878,20578400,ok	
2024-02-15,XLE,energy_etf,equity,85.62000275,83.27999878,85.86000061,83.20999908,85.62000275,80.87661743,21682200,ok	
2024-02-20,XLE,energy_etf,equity,84.79000092,85.66000366,85.70999908,84.68000031,84.79000092,80.09259033,14497800,ok	
2024-02-22,XLE,energy_etf,equity,86.52999878,85.83000183,86.88999939,85.41999817,86.52999878,81.7361908,17603400,ok	
2024-02-26,XLE,energy_etf,equity,86.26000214,85.86000061,86.83000183,85.43000031,86.26000214,81.48114777,11688200,ok	
2024-02-28,XLE,energy_etf,equity,85.72000122,86,86.65000153,85.37999725,85.72000122,80.97106934,13339800,ok	
2024-03-01,XLE,energy_etf,equity,87.13999939,86.76000214,87.54000092,86.61000061,87.13999939,82.31238556,16229800,ok	
2024-03-05,XLE,energy_etf,equity,86.84999847,86.08000183,87.41000366,85.97000122,86.84999847,82.03845215,16087100,ok	
2024-03-07,XLE,energy_etf,equity,87.86000061,87.23999786,88.34999847,87.16999817,87.86000061,82.99250793,12284600,ok	
2024-03-12,XLE,energy_etf,equity,88.94000244,89.06999969,89.31999969,88.47000122,88.94000244,84.01267242,11890300,ok	
2024-03-14,XLE,energy_etf,equity,91.29000092,90.72000122,91.33000183,90.37000275,91.29000092,86.23248291,17973000,ok	
2024-03-18,XLE,energy_etf,equity,91.13999939,91.19000244,91.45999908,90.43000031,91.13999939,86.78652191,15248400,ok	
2024-03-21,XLE,energy_etf,equity,92.59999847,92.20999908,92.79000092,91.91999817,92.59999847,88.1767807,11667100,ok	
2024-03-25,XLE,energy_etf,equity,93.26000214,92.72000122,93.87999725,92.69999695,93.26000214,88.8052597,17537200,ok	
2024-03-27,XLE,energy_etf,equity,93.40000153,92.33999634,93.41999817,92.18000031,93.40000153,88.93856812,16980000,ok	
2024-04-02,XLE,energy_etf,equity,96.44000244,95.51999664,96.54000092,95.09999847,96.44000244,91.83337402,19335600,ok	
2024-04-04,XLE,energy_etf,equity,97.04000092,97.25,97.59999847,96.66000366,97.04000092,92.40470886,18470600,ok	
2024-04-08,XLE,energy_etf,equity,97.45999908,98.12999725,98.41000366,97.29000092,97.45999908,92.80464172,17017300,ok	
2024-04-11,XLE,energy_etf,equity,97.72000122,98.09999847,98.13999939,96.33999634,97.72000122,93.05222321,19602300,ok	
2024-04-15,XLE,energy_etf,equity,95.23000336,96.58999634,97.05000305,95.11000061,95.23000336,90.68115997,24345400,ok	
2024-04-17,XLE,energy_etf,equity,94.12999725,94.19999695,95.13999939,93.45999908,94.12999725,89.63369751,13710500,ok	
2024-04-19,XLE,energy_etf,equity,94.97000122,94.01999664,95.61000061,93.87999725,94.97000122,90.43358612,17725700,ok	
2024-04-22,XLE,energy_etf,equity,95.58999634,94.47000122,96.23999786,93.72000122,95.58999634,91.0239563,15122200,ok	
2024-04-24,XLE,energy_etf,equity,96.19000244,95.51999664,96.30000305,95.05999756,96.19000244,91.59531403,10651900,ok	
2024-04-26,XLE,energy_etf,equity,95.73999786,95.76000214,96.12000275,94.76000214,95.73999786,91.16678619,16183300,ok	
2024-05-01,XLE,energy_etf,equity,92.02999878,93.38999939,93.69000244,91.52999878,92.02999878,87.63400269,25471900,ok	
2024-05-03,XLE,energy_etf,equity,92.56999969,92.63999939,92.73999786,91.34999847,92.56999969,88.14823151,19043900,ok	
2024-05-07,XLE,energy_etf,equity,93.20999908,93.43000031,93.90000153,93.18000031,93.20999908,88.75764465,10471100,ok	
2024-05-09,XLE,energy_etf,equity,94.34999847,93.19999695,94.34999847,93.19999695,94.34999847,89.8431778,11244700,ok	
2024-05-10,XLE,energy_etf,equity,93.83000183,94.55000305,94.86000061,93.58000183,93.83000183,89.34803772,10284200,ok	
2024-05-14,XLE,energy_etf,equity,93.69999695,93.40000153,93.76999664,93.01999664,93.69999695,89.22423553,12455800,ok	
2024-05-16,XLE,energy_etf,equity,93.65000153,93.69999695,94.37999725,93.40000153,93.65000153,89.17662811,12290100,ok	
2024-05-21,XLE,energy_etf,equity,93.87999725,94.09999847,94.87000275,93.80999756,93.87999725,89.39564514,11233800,ok	
2024-05-23,XLE,energy_etf,equity,91.23999786,92.54000092,92.86000061,91.08000183,91.23999786,86.88175201,13465700,ok	
2024-05-29,XLE,energy_etf,equity,90.68000031,92.05000305,92.12999725,90.26999664,90.68000031,86.34849548,15026800,ok	
2024-05-30,XLE,energy_etf,equity,90.94000244,90.48000336,91.26999664,90.44999695,90.94000244,86.59606934,11365700,ok	
2024-06-04,XLE,energy_etf,equity,89.88999939,89.81999969,89.97000122,88.69999695,89.88999939,85.59623718,17360700,ok	
2024-06-06,XLE,energy_etf,equity,90.34999847,89.56999969,90.37999725,89.23000336,90.34999847,86.03425598,12753300,ok	
2024-06-11,XLE,energy_etf,equity,90.48999786,90.26999664,90.58999634,89.44000244,90.48999786,86.16757202,9295600,ok	
2024-06-13,XLE,energy_etf,equity,88.69999695,89.27999878,89.52999878,88.25,88.69999695,84.46307373,14247800,ok	
2024-06-17,XLE,energy_etf,equity,88.26999664,87.91999817,88.66999817,87.59999847,88.26999664,84.05360413,14773900,ok	
2024-06-20,XLE,energy_etf,equity,90.26999664,88.90000153,90.73000336,88.62000275,90.26999664,85.95808411,17036900,ok	
2024-06-24,XLE,energy_etf,equity,91.27999878,89.52999878,91.62999725,89.37999725,91.27999878,87.61785126,15594100,ok	
2024-06-26,XLE,energy_etf,equity,90.58999634,91.58999634,91.58999634,90.16000366,90.58999634,86.95552826,11563700,ok	
2024-06-28,XLE,energy_etf,equity,91.15000153,91.5,91.81999969,90.81999969,91.15000153,87.49306488,12835000,ok	
2024-07-01,XLE,energy_etf,equity,91.19999695,91.87999725,92.18000031,90.66000366,91.19999695,87.54105377,12281600,ok	
2024-07-03,XLE,energy_etf,equity,91.52999878,91.20999908,91.94999695,91.05000305,91.52999878,87.8578186,8140000,ok	
2024-07-05,XLE,energy_etf,equity,90.09999847,91.34999847,91.41999817,89.69999695,90.09999847,86.48519135,11725200,ok	
2024-07-09,XLE,energy_etf,equity,88.76000214,88.66000366,89.73999786,88.40000153,88.76000214,85.19895172,9543300,ok	
2024-07-10,XLE,energy_etf,equity,89.36000061,88.66000366,89.38999939,88.38999939,89.36000061,85.77488708,9660400,ok	
2024-07-12,XLE,energy_etf,equity,90.51999664,90.80000305,90.93000031,89.84999847,90.51999664,86.88833618,9058600,ok	
2024-07-16,XLE,energy_etf,equity,92.30000305,91.5,92.38999939,91.02999878,92.30000305,88.59693146,12064700,ok	
2024-07-18,XLE,energy_etf,equity,93.38999939,93.12000275,94.51000214,92.79000092,93.38999939,89.64319611,16433800,ok	
2024-07-23,XLE,energy_etf,equity,90.33000183,91.52999878,91.61000061,90.22000122,90.33000183,86.70597076,16551900,ok	
2024-07-25,XLE,energy_etf,equity,91.90000153,90.40000153,92.19000244,89.97000122,91.90000153,88.21298218,18218700,ok	
2024-07-29,XLE,energy_etf,equity,91.40000153,92.19999695,92.26999664,90.54000092,91.40000153,87.73303986,13578300,ok	
2024-07-30,XLE,energy_etf,equity,92.81999969,91.38999939,93.11000061,91.27999878,92.81999969,89.09606934,12836600,ok	
2024-08-02,XLE,energy_etf,equity,88.40000153,89.69999695,90.19000244,87.51000214,88.40000153,84.85340118,22918100,ok	
2024-08-06,XLE,energy_etf,equity,86.98000336,86.76999664,87.95999908,86.43000031,86.98000336,83.4903717,15709300,ok	
2024-08-08,XLE,energy_etf,equity,89.20999908,87.58000183,89.33000183,87.58000183,89.20999908,85.63090515,10798400,ok	
2024-08-13,XLE,energy_etf,equity,88.98000336,89.16999817,89.25,88.54000092,88.98000336,85.41012573,15693200,ok	
2024-08-15,XLE,energy_etf,equity,90.56999969,90.01000214,90.86000061,89.93000031,90.56999969,86.9363327,9167600,ok	
2024-08-19,XLE,energy_etf,equity,91.08000183,90.62000275,91.84999847,90.62000275,91.08000183,87.42588043,10881300,ok	
2024-08-20,XLE,energy_etf,equity,88.68000031,90.87999725,90.95999908,88.63999939,88.68000031,85.12216187,16933200,ok	
2024-08-22,XLE,energy_etf,equity,89.05999756,88.88999939,89.45999908,88.70999908,89.05999756,85.48691559,9797700,ok	
2024-08-26,XLE,energy_etf,equity,91.19999695,91.38999939,92,90.52999878,91.19999695,87.54105377,9757400,ok	
2024-08-28,XLE,energy_etf,equity,89.76999664,89.80000305,90.33000183,89.37000275,89.76999664,86.16842651,8524500,ok	
2024-09-03,XLE,energy_etf,equity,89.01000214,89.79000092,89.93000031,88.44999695,89.01000214,85.43891907,19097100,ok	
2024-09-05,XLE,energy_etf,equity,87.09999847,88.41000366,88.48000336,87.01999664,87.09999847,83.60554504,12495600,ok	
2024-09-09,XLE,energy_etf,equity,86.62999725,86.26999664,87.43000031,86.13999939,86.62999725,83.15439606,16412200,ok	
2024-09-10,XLE,energy_etf,equity,85.13999939,86.76000214,86.87000275,84.41000366,85.13999939,81.72418213,24663400,ok	
2024-09-12,XLE,energy_etf,equity,85.11000061,84.68000031,85.44000244,84.05000305,85.11000061,81.69539642,15881000,ok	
2024-09-16,XLE,energy_etf,equity,86.56999969,86.30999756,87.11000061,85.91999817,86.56999969,83.09681702,13437500,ok	
2024-09-18,XLE,energy_etf,equity,87.91000366,87.61000061,88.98999786,87.48999786,87.91000366,84.38304901,14104800,ok	
2024-09-23,XLE,energy_etf,equity,89.12000275,88.19999695,89.55999756,87.90000153,89.12000275,86.25096893,13315100,ok	
2024-09-25,XLE,energy_etf,equity,87.16000366,88.66999817,88.94000244,86.98000336,87.16000366,84.35405731,13816800,ok	
2024-09-27,XLE,energy_etf,equity,87.19000244,85.91000366,87.31999969,85.86000061,87.19000244,84.38309479,15244800,ok	
2024-09-30,XLE,energy_etf,equity,87.80000305,87.02999878,87.95999908,86.52999878,87.80000305,84.97345734,11403300,ok	
2024-10-01,XLE,energy_etf,equity,89.80000305,87.01000214,90.16000366,86.90000153,89.80000305,86.90907288,33057100,ok	
2024-10-03,XLE,energy_etf,equity,92.31999969,91.04000092,92.44000244,90.34999847,92.31999969,89.34794617,22363000,ok	
2024-10-07,XLE,energy_etf,equity,93.51000214,93.51000214,94.20999908,93.19999695,93.51000214,90.49964142,16259700,ok	
2024-10-09,XLE,energy_etf,equity,91.62000275,90.38999939,91.86000061,90.20999908,91.62000275,88.67047882,15759800,ok	
2024-10-10,XLE,energy_etf,equity,92.23999786,92.12999725,92.75,91.45999908,92.23999786,89.27052307,13023700,ok	
2024-10-14,XLE,energy_etf,equity,92.76999664,92.16000366,92.91999817,92.01999664,92.76999664,89.7834549,11099300,ok	
2024-10-16,XLE,energy_etf,equity,90.20999908,90.29000092,90.51000214,89.97000122,90.20999908,87.30587006,9938500,ok	
2024-10-18,XLE,energy_etf,equity,90.33999634,90.47000122,90.73000336,89.69999695,90.33999634,87.4316864,12007600,ok	
2024-10-21,XLE,energy_etf,equity,90.06999969,90.94000244,91.23000336,89.91000366,90.06999969,87.17037201,10581000,ok	
2024-10-23,XLE,energy_etf,equity,89.80999756,90.02999878,90.37999725,89.29000092,89.80999756,86.91874695,9906600,ok	
2024-10-25,XLE,energy_etf,equity,89.76999664,90.27999878,90.51999664,89.51000214,89.76999664,86.88002777,9552300,ok	
2024-10-29,XLE,energy_etf,equity,87.83999634,89,89.06999969,87.65000153,87.83999634,85.01216125,11895800,ok	
2024-10-30,XLE,energy_etf,equity,88.04000092,88.15000153,88.73000336,87.80999756,88.04000092,85.20573425,9682100,ok	
2024-11-04,XLE,energy_etf,equity,89.56999969,88.62999725,89.70999908,88.51000214,89.56999969,86.68647766,12905900,ok	
2024-11-06,XLE,energy_etf,equity,93.55999756,92.65000153,94.26999664,92.05000305,93.55999756,90.54801941,25026600,ok	
2024-11-08,XLE,energy_etf,equity,93.75,93.13999939,93.88999939,92.76999664,93.75,90.73191071,11168400,ok	
2024-11-11,XLE,energy_etf,equity,94.27999878,93.76999664,94.59999847,93.33000183,94.27999878,91.24484253,10454700,ok	
2024-11-13,XLE,energy_etf,equity,94.51000214,94.05999756,94.90000153,92.93000031,94.51000214,91.46744537,11838100,ok	
2024-11-15,XLE,energy_etf,equity,94.73000336,94.77999878,95.69000244,94.38999939,94.73000336,91.68035889,14040200,ok	
2024-11-19,XLE,energy_etf,equity,95.37999725,95.22000122,95.94999695,94.93000031,95.37999725,92.30943298,11898200,ok	
2024-11-20,XLE,energy_etf,equity,96.33999634,95.73000336,96.41000366,95.43000031,96.33999634,93.23851776,8958800,ok	
2024-11-22,XLE,energy_etf,equity,97.26999664,96.98999786,97.91999817,96.90000153,97.26999664,94.13858795,10777800,ok	
2024-11-26,XLE,energy_etf,equity,95.22000122,95.48000336,95.68000031,94.77999878,95.22000122,92.15458679,12466400,ok	
2024-12-03,XLE,energy_etf,equity,94.51000214,95.12999725,95.30000305,94.09999847,94.51000214,91.46744537,8943300,ok	
2024-12-05,XLE,energy_etf,equity,92.58999634,92.56999969,93.19999695,92.19999695,92.58999634,89.6092453,11331200,ok	
2024-12-09,XLE,energy_etf,equity,90.87000275,91.77999878,92.26999664,90.79000092,90.87000275,87.94462585,11813900,ok	
2024-12-10,XLE,energy_etf,equity,90.25,91.38999939,91.51999664,90.12000275,90.25,87.34458923,11649900,ok	
2024-12-12,XLE,energy_etf,equity,89.66999817,90.23999786,90.40000153,89.58000183,89.66999817,86.7832489,10873100,ok	
2024-12-16,XLE,energy_etf,equity,87.26000214,88.97000122,88.97000122,87.19000244,87.26000214,84.45084381,12518100,ok	
2024-12-18,XLE,energy_etf,equity,84.05000305,86.37000275,86.77999878,84.05000305,84.05000305,81.34418488,19620600,ok	
2024-12-23,XLE,energy_etf,equity,83.93000031,83.30999756,84.20999908,82.75,83.93000031,81.90949249,17222700,ok	
2024-12-27,XLE,energy_etf,equity,84.55999756,84.5,85.48000336,84.13999939,84.55999756,82.52431488,10184900,ok	
2024-12-30,XLE,energy_etf,equity,84.55000305,84.56999969,85.02999878,83.84999847,84.55000305,82.51456451,11772700,ok	
2025-01-02,XLE,energy_etf,equity,86.66000366,86.36000061,87.30000305,86.08000183,86.66000366,84.57376862,17443500,ok	
2025-01-06,XLE,energy_etf,equity,87.06999969,87.87000275,88.56999969,86.84999847,87.06999969,84.97389221,11417600,ok	
2025-01-08,XLE,energy_etf,equity,88.02999878,87.40000153,88.06999969,87.08999634,88.02999878,85.91078186,14241900,ok	
2025-01-13,XLE,energy_etf,equity,90.25,88.79000092,90.77999878,88.79000092,90.25,88.07733917,24448100,ok	
2025-01-15,XLE,energy_etf,equity,92.56999969,91.77999878,92.80999756,91.40000153,92.56999969,90.3414917,17328900,ok	
2025-01-17,XLE,energy_etf,equity,93.95999908,93.23999786,94.29000092,92.91000366,93.95999908,91.69802856,11949800,ok	
2025-01-22,XLE,energy_etf,equity,91.77999878,93.19000244,93.30000305,91.72000122,91.77999878,89.57051086,17940100,ok	
2025-01-24,XLE,energy_etf,equity,91.30999756,92.33000183,92.70999908,91.19999695,91.30999756,89.11181641,14578400,ok	
2025-01-28,XLE,energy_etf,equity,89.5,90.62999725,90.94999695,89.05000305,89.5,87.34539795,18700900,ok	
2025-01-31,XLE,energy_etf,equity,87.63999939,89.91000366,90.11000061,87.43000031,87.63999939,85.53016663,22268700,ok	
2025-02-03,XLE,energy_etf,equity,88.19000244,87.62999725,88.55000305,86.83000183,88.19000244,86.06693268,19908200,ok	
2025-02-05,XLE,energy_etf,equity,90.23000336,90.01000214,90.36000061,89.51000214,90.23000336,88.05782318,10886000,ok	
2025-02-07,XLE,energy_etf,equity,88.55999756,88.90000153,89.37000275,88.44000244,88.55999756,86.42802429,11284200,ok	
2025-02-10,XLE,energy_etf,equity,90.51000214,89.34999847,90.66000366,89.34999847,90.51000214,88.33108521,12935700,ok	
2025-02-12,XLE,energy_etf,equity,89.04000092,90.48999786,91.11000061,88.87999725,89.04000092,86.89646149,19399400,ok	
2025-02-14,XLE,energy_etf,equity,90.06999969,90.05000305,91.33000183,90.05000305,90.06999969,87.90167236,12942900,ok	
2025-02-18,XLE,energy_etf,equity,91.30000305,90.5,91.90000153,89.98000336,91.30000305,89.10206604,14787400,ok	
2025-02-21,XLE,energy_etf,equity,90.93000031,92.30000305,92.55000305,90.87999725,90.93000031,88.7409668,15638300,ok	
2025-02-25,XLE,energy_etf,equity,89.63999939,90.93000031,91.34999847,88.91000366,89.63999939,87.48202515,13304300,ok	
2025-02-27,XLE,energy_etf,equity,89.61000061,89.75,90.70999908,88.98000336,89.61000061,87.45274353,15024000,ok	
2025-03-04,XLE,energy_etf,equity,86.97000122,86.52999878,88.37999725,85.43000031,86.97000122,84.876297,25338500,ok	
2025-03-06,XLE,energy_etf,equity,85.95999908,85.29000092,86.48999786,84.62000275,85.95999908,83.89060974,23552100,ok	
2025-03-11,XLE,energy_etf,equity,87.37999725,88.44000244,88.81999969,86.91000366,87.37999725,85.27642822,15115100,ok	
2025-03-13,XLE,energy_etf,equity,87.18000031,87.47000122,88.73000336,86.65000153,87.18000031,85.08124542,15371000,ok	
2025-03-17,XLE,energy_etf,equity,91.19000244,89.69000244,91.61000061,89.69000244,91.19000244,88.99471283,14880800,ok	
2025-03-19,XLE,energy_etf,equity,92.83000183,91.45999908,93.23999786,91.44000244,92.83000183,90.5952301,15871300,ok	
2025-03-20,XLE,energy_etf,equity,93.16999817,92.31999969,93.48000336,91.93000031,93.16999817,90.92704773,16581800,ok	
2025-03-24,XLE,energy_etf,equity,92.84999847,92.22000122,93.40000153,92.06999969,92.84999847,91.32147217,11912300,ok	
2025-03-26,XLE,energy_etf,equity,93.77999878,94.09999847,94.81999969,93.55000305,93.77999878,92.23616791,12782300,ok	
2025-03-28,XLE,energy_etf,equity,92.43000031,92.81999969,93.16999817,91.97000122,92.43000031,90.90839386,11124400,ok	
2025-03-31,XLE,energy_etf,equity,93.44999695,92.23000336,94,92.09999847,93.44999695,91.91159821,14406900,ok	
2025-04-01,XLE,energy_etf,equity,94,93.5,94.08999634,92.48999786,94,92.45254517,13560600,ok	
2025-04-03,XLE,energy_etf,equity,86.73999786,89.65000153,90.33999634,86.70999908,86.73999786,85.3120575,37828900,ok	
2025-04-07,XLE,energy_etf,equity,78.25,76.20999908,81.58000183,74.98000336,78.25,76.96182251,56953400,ok	
2025-04-09,XLE,energy_etf,equity,82.36000061,74.94999695,83.20999908,74.48999786,82.36000061,81.00416565,59481200,ok	
2025-04-10,XLE,energy_etf,equity,76.98000336,80.22000122,80.22000122,75.48000336,76.98000336,75.71273804,39523300,ok	
2025-04-14,XLE,energy_etf,equity,79.16999817,80.76000214,80.76000214,78.37999725,79.16999817,77.86667633,16374100,ok	
2025-04-16,XLE,energy_etf,equity,79.69999695,79.54000092,81.05000305,79.33999634,79.69999695,78.38795471,13665700,ok	
2025-04-21,XLE,energy_etf,equity,79.37000275,80.20999908,80.41000366,78.48999786,79.37000275,78.06339264,15506000,ok	
2025-04-23,XLE,energy_etf,equity,81.23999786,82.09999847,82.98000336,80.73999786,81.23999786,79.90260315,21608100,ok	
2025-04-25,XLE,energy_etf,equity,82.38999939,81.80000305,82.45999908,81.48000336,82.38999939,81.03367615,8832400,ok	
2025-04-29,XLE,energy_etf,equity,82.73000336,82.04000092,83.02999878,81.87999725,82.73000336,81.36808014,9921700,ok	
2025-04-30,XLE,energy_etf,equity,80.5,81.40000153,81.51999664,79.51000214,80.5,79.17478943,18907100,ok	
2025-05-02,XLE,energy_etf,equity,81.98000336,81.77999878,82.38999939,80.31999969,81.98000336,80.6304245,16019400,ok	
2025-05-06,XLE,energy_etf,equity,80.51999664,80.86000061,81.22000122,80.06999969,80.51999664,79.19445801,11497700,ok	
2025-05-08,XLE,energy_etf,equity,81.61000061,81.29000092,82.72000122,81.16000366,81.61000061,80.26651764,15282900,ok	
2025-05-13,XLE,energy_etf,equity,85.76999664,85,86.44999695,84.66000366,85.76999664,84.3580246,14515800,ok	
2025-05-15,XLE,energy_etf,equity,85.61000061,84.16999817,85.66000366,83.95999908,85.61000061,84.20066071,14860800,ok	
2025-05-19,XLE,energy_etf,equity,84.37000275,84.76999664,84.86000061,83.75,84.37000275,82.9810791,12393500,ok	
2025-05-20,XLE,energy_etf,equity,83.58999634,84.30999756,84.5,83.51000214,83.58999634,82.21391296,11391100,ok	
2025-05-22,XLE,energy_etf,equity,81.73000336,81.62000275,82.19999695,80.72000122,81.73000336,80.38454437,11866100,ok	
2025-05-28,XLE,energy_etf,equity,81.65000153,83.09999847,83.34999847,81.44000244,81.65000153,80.3058548,14776300,ok	
2025-06-03,XLE,energy_etf,equity,83.58000183,82.66000366,84.09999847,81.87999725,83.58000183,82.2040863,15176300,ok	
2025-06-05,XLE,energy_etf,equity,81.87000275,82.55999756,82.59999847,81.66000366,81.87000275,80.52223206,13827500,ok	
2025-06-09,XLE,energy_etf,equity,83.56999969,83.73999786,84.44000244,83.08000183,83.56999969,82.19424438,14340200,ok	
2025-06-10,XLE,energy_etf,equity,85.05999756,84.45999908,85.61000061,84.41999817,85.05999756,83.65971375,23046100,ok	
2025-06-12,XLE,energy_etf,equity,86.58999634,85.88999939,86.62000275,85.26000214,86.58999634,85.16452789,17014100,ok	
2025-06-16,XLE,energy_etf,equity,87.83999634,87.86000061,88.75,87.18000031,87.83999634,86.39394379,34703300,ok	
2025-06-18,XLE,energy_etf,equity,88.08000183,88.98000336,89.43000031,87.87999725,88.08000183,86.63000488,35236500,ok	
2025-06-23,XLE,energy_etf,equity,86.02999878,89.37000275,89.43000031,85.66000366,86.02999878,85.30207062,52844100,ok	
2025-06-25,XLE,energy_etf,equity,84.54000092,84.80999756,85.12000275,84.26000214,84.54000092,83.82467651,21861500,ok	
2025-06-27,XLE,energy_etf,equity,85.30000305,85.69999695,85.69999695,84.79000092,85.30000305,84.57824707,17705900,ok	
2025-06-30,XLE,energy_etf,equity,84.80999756,84.97000122,85.33999634,84.55999756,84.80999756,84.09239197,13123800,ok	
2025-07-02,XLE,energy_etf,equity,86.93000031,86.18000031,87.06999969,85.23000336,86.93000031,86.19445801,21234400,ok	
2025-07-08,XLE,energy_etf,equity,88.51000214,86.08999634,88.83000183,86.06999969,88.51000214,87.76108551,23736200,ok	
2025-07-11,XLE,energy_etf,equity,89.12999725,88.58000183,89.44000244,88.30999756,89.12999725,88.37583923,15085800,ok	
2025-07-15,XLE,energy_etf,equity,86.87999725,87.98000336,88.36000061,86.76999664,86.87999725,86.14487457,16929500,ok	
2025-07-17,XLE,energy_etf,equity,86.66000366,85.69000244,86.79000092,85.48000336,86.66000366,85.92674255,18042800,ok	
2025-07-22,XLE,energy_etf,equity,85.47000122,84.97000122,85.94000244,84.88999939,85.47000122,84.74681091,16222000,ok	
2025-07-24,XLE,energy_etf,equity,87.43000031,86.58000183,87.54000092,86.19000244,87.43000031,86.69022369,12011100,ok	
2025-07-28,XLE,energy_etf,equity,88.08999634,87.68000031,88.23999786,87.55000305,88.08999634,87.34463501,11852600,ok	
2025-07-31,XLE,energy_etf,equity,87.20999908,86.76000214,88.22000122,86.76000214,87.20999908,86.47208405,12480400,ok	
2025-08-01,XLE,energy_etf,equity,85.58999634,86.87999725,87.19000244,85.12000275,85.58999634,84.86579132,21164700,ok	
2025-08-05,XLE,energy_etf,equity,85.51000214,85.37999725,85.62999725,84.34999847,85.51000214,84.78646851,15706800,ok	
2025-08-07,XLE,energy_etf,equity,84.38999939,85.22000122,86.16999817,84.27999878,84.38999939,83.6759491,17521000,ok	
2025-08-12,XLE,energy_etf,equity,84.66000366,84.41999817,85.40000153,84.16999817,84.66000366,83.94366455,17261300,ok	
2025-08-14,XLE,energy_etf,equity,85.55999756,85.58000183,85.69000244,84.65000153,85.55999756,84.83604431,12472300,ok	
2025-08-18,XLE,energy_etf,equity,85.05000305,85.11000061,85.44999695,84.55999756,85.05000305,84.33036804,13214200,ok	
2025-08-21,XLE,energy_etf,equity,86.37999725,85.63999939,86.56999969,85.41000366,86.37999725,85.64910889,11044000,ok	
